Geo Type,Geo ID,Population,Life Expectancy,Historic Redlining Score,Toxic Releases to Air,Extreme Income Disparities,Routine Checkup,Systolic Blood Pressure,Socioeconomic Status,Housing & Transportation,Racial & Ethnic Minority Status
tract,26087340500,2812,78.2,,36,-0.2,76.1%,,54,27,23
tract,26111291200,5552,78.2,,52,-0.5,77.9%,,15,36,9
tract,26115830900,2656,78.2,,63,-0.4,78.9%,140.0,17,2,1
tract,26117970800,4622,78.2,,34,0.0,78.5%,,54,92,9
tract,26163543100,2397,78.2,2.0,74,-0.1,83.5%,136.0,47,20,90
tract,26163546200,3945,78.2,,0,0.1,79.5%,136.0,,,
tract,26081001102,4369,78.1,,53,0.0,80.8%,,42,53,43
tract,26099206700,3836,78.1,,49,-0.2,78.7%,136.0,37,87,34
tract,26107960800,5015,78.1,,25,-0.1,76.5%,,78,68,12
tract,26125172400,1651,78.1,,73,0.4,78.7%,129.5,80,77,73
tract,26163572200,6146,78.1,,74,-0.1,76.6%,134.0,61,75,19
tract,26065005401,3638,78.1,,50,-0.1,78.4%,,44,56,49
tract,26073940500,2708,78.1,,61,0.2,73.1%,,78,57,29
tract,26001970100,2482,78.1,,37,0.0,82.4%,,47,58,10
tract,26037011001,3719,78.1,,31,-0.3,78.0%,,45,52,18
tract,26045020404,4353,78.1,,31,-0.2,78.7%,,35,81,13
tract,26099230400,3471,78.1,,66,-0.3,78.0%,142.0,13,28,26
tract,26099231100,3979,78.1,,70,-0.1,78.0%,137.0,55,66,48
tract,26125123000,2454,78.1,,40,-0.4,76.6%,146.0,47,28,12
tract,26125129000,3141,78.1,,58,-0.3,78.1%,147.0,21,78,14
tract,26077003302,6419,78.1,,64,-0.3,76.6%,,37,30,26
tract,26125144600,3732,78.1,,61,-0.2,79.2%,137.0,51,37,23
tract,26125162000,3520,78.1,,72,-0.1,84.2%,137.0,62,33,75
tract,26125180100,2787,78.1,3.0,73,-0.3,76.7%,142.0,16,62,7
tract,26159010600,2869,78.1,,3,0.2,78.3%,,91,92,74
tract,26091060500,3300,78.1,,42,-0.2,77.8%,,42,35,9
tract,26111291601,2533,78.1,,35,-0.2,78.3%,,28,26,22
tract,26093710700,1813,78.1,,44,-0.3,78.6%,,49,8,9
tract,26099261100,4778,78.1,,83,-0.1,78.9%,134.0,69,54,53
tract,26163567300,4405,78.1,,73,-0.3,76.7%,132.0,35,41,37
tract,26017280800,3420,78.0,3.0,97,0.0,78.5%,,39,14,28
tract,26041971000,2664,78.0,,39,0.1,77.0%,,76,40,17
tract,26049011212,5898,78.0,4.0,41,-0.1,76.7%,,57,72,36
tract,26135970202,1575,78.0,,31,-0.1,79.2%,,64,23,2
tract,26125161300,3387,78.0,2.0,72,-0.1,80.6%,140.0,53,48,76
tract,26145012700,4394,78.0,,26,0.0,80.0%,,49,78,19
tract,26161407600,3150,78.0,,69,-0.4,75.0%,,11,26,64
tract,26163576700,3233,78.0,,86,-0.2,78.3%,139.0,30,33,32
tract,26065006402,3236,78.0,,41,-0.3,77.1%,,28,64,13
tract,26073940400,3800,78.0,,61,0.1,74.6%,,79,91,38
tract,26075005301,5029,78.0,2.6,40,-0.2,77.9%,,46,34,37
tract,26045020901,2997,78.0,,61,0.0,76.5%,,66,61,23
tract,26043950600,4378,78.0,,61,0.1,80.2%,,28,78,18
tract,26099251900,3026,78.0,3.0,79,-0.3,78.4%,133.0,26,47,13
tract,26099250000,2260,78.0,,65,-0.3,78.4%,139.5,30,17,20
tract,26103002100,3179,78.0,,8,-0.3,80.0%,,24,70,13
tract,26125183300,3017,78.0,,79,-0.3,75.7%,140.0,21,22,31
tract,26125183800,4379,78.0,3.0,77,-0.4,75.3%,135.5,11,34,16
tract,26125145400,4323,78.0,4.0,62,-0.2,76.8%,138.0,47,66,45
tract,26125160000,4128,78.0,2.0,71,-0.5,83.3%,142.0,25,23,79
tract,26139022107,1371,78.0,,43,-0.4,81.3%,,20,5,31
tract,26149041000,3399,78.0,,51,-0.1,78.2%,,41,43,9
tract,26087341000,4763,78.0,,33,-0.4,77.7%,,36,24,9
tract,26165380200,4607,78.0,,8,-0.1,76.9%,,63,59,9
tract,26091060301,4699,78.0,,35,-0.3,79.2%,,16,5,5
tract,26099261200,2647,78.0,,82,-0.2,77.6%,137.0,43,11,36
tract,26163559000,2722,78.0,,73,-0.3,76.4%,137.0,14,2,31
tract,26163571900,2735,78.0,,74,-0.1,79.2%,138.0,78,18,41
tract,26139022900,6205,78.0,,53,-0.2,78.4%,,38,41,25
tract,26049010813,4439,77.9,,31,-0.1,79.8%,,71,92,53
tract,26103002800,4587,77.9,,6,-0.3,80.2%,,39,71,20
tract,26115830300,3711,77.9,,65,-0.2,79.1%,141.0,31,46,13
tract,26163593000,5489,77.9,,75,-0.3,78.2%,140.0,28,60,33
tract,26163558900,1791,77.9,,73,-0.5,77.4%,138.0,23,7,25
tract,26163559200,2142,77.9,,74,-0.4,76.4%,148.0,22,9,31
tract,26065006302,4177,77.9,,34,-0.1,78.8%,,33,44,22
tract,26067031500,5687,77.9,,27,-0.3,77.6%,,29,65,17
tract,26017286100,7495,77.9,,57,-0.3,78.4%,,20,40,4
tract,26027002200,5907,77.9,,74,-0.2,79.1%,,14,11,11
tract,26027001000,3787,77.9,,85,-0.2,80.1%,,34,18,15
tract,26041970900,2541,77.9,,39,0.4,78.1%,,82,84,17
tract,26043950500,3015,77.9,,67,0.0,78.1%,,28,38,12
tract,26049011402,4096,77.9,,31,-0.5,77.4%,,35,4,26
tract,26049012008,2979,77.9,,26,-0.1,77.2%,,51,49,7
tract,26049001600,4409,77.9,2.2,36,0.0,78.1%,,64,81,62
tract,26049010604,2651,77.9,,16,-0.3,78.4%,,26,51,22
tract,26057000600,4300,77.9,,38,0.1,76.5%,,56,84,33
tract,26049013500,5344,77.9,3.0,69,0.4,77.9%,,85,62,77
tract,26099210000,4514,77.9,,39,-0.4,78.0%,137.0,58,70,18
tract,26125126500,3205,77.9,,48,-0.5,77.9%,143.0,6,2,8
tract,26125128100,2824,77.9,,59,-0.5,79.5%,128.0,7,7,13
tract,26147633100,2771,77.9,,38,-0.4,79.0%,,13,30,1
tract,26099243500,6533,77.9,,59,-0.4,78.6%,136.0,36,3,59
tract,26155030400,2999,77.9,,21,-0.2,78.8%,,8,43,12
tract,26127010500,3234,77.9,,11,0.0,77.7%,,72,89,33
tract,26163591700,6709,77.9,,71,-0.5,79.0%,141.0,26,10,32
tract,26159010300,2279,77.9,,12,-0.2,84.0%,,31,76,27
tract,26091060401,3464,77.9,,28,-0.2,79.2%,,36,36,2
tract,26113960100,4025,77.9,,20,0.0,78.6%,,73,71,4
tract,26117970200,3467,77.9,,48,0.1,77.6%,,64,88,11
tract,26099261000,3787,77.9,,81,-0.2,79.4%,138.0,43,29,67
tract,26163558500,3961,77.9,,74,-0.4,76.7%,143.0,7,43,16
tract,26163565200,5321,77.9,,74,0.0,78.6%,136.5,35,74,59
tract,26163561600,3665,77.9,,80,-0.2,79.0%,135.0,38,38,15
tract,26163572100,5842,77.9,,75,0.0,76.8%,132.0,83,34,2
tract,26163575400,2976,77.9,3.0,0,-0.1,76.6%,134.0,,,
tract,26049011508,2702,77.8,4.0,33,0.1,79.2%,,66,75,26
tract,26081013500,5175,77.8,3.0,55,0.1,74.8%,,81,72,68
tract,26087333000,3104,77.8,,27,-0.2,77.6%,,25,41,7
tract,26099231200,3586,77.8,,75,-0.2,78.0%,136.0,39,54,45
tract,26125127000,5630,77.8,,52,-0.5,77.6%,128.5,11,9,17
tract,26163517300,2436,77.8,4.0,84,0.2,77.3%,135.0,87,80,80
tract,26163568000,2212,77.8,,76,0.2,81.0%,144.0,59,57,31
tract,26005031200,5487,77.8,,38,0.0,75.8%,,56,92,33
tract,26075006100,6429,77.8,,28,-0.1,76.9%,,15,35,18
tract,26021020900,3086,77.8,,79,0.1,77.2%,,66,42,37
tract,26047970200,5712,77.8,,2,-0.1,77.6%,,64,40,33
tract,26047970400,2780,77.8,,4,-0.2,82.7%,,17,71,23
tract,26099251100,2011,77.8,2.5,74,-0.4,80.0%,133.5,18,1,4
tract,26099252100,2151,77.8,3.0,77,-0.2,78.1%,131.0,16,4,16
tract,26061000800,6358,77.8,,6,0.3,70.0%,,85,99,37
tract,26099233000,5733,77.8,,65,-0.5,78.8%,140.0,21,10,20
tract,26125126300,4886,77.8,,45,-0.4,77.8%,143.0,38,41,8
tract,26125154100,2729,77.8,,61,-0.4,79.0%,140.5,27,6,20
tract,26125171000,4976,77.8,,73,-0.2,79.7%,137.0,57,34,55
tract,26161420000,3385,77.8,,71,-0.5,73.5%,,12,40,47
tract,26161404200,1802,77.8,,47,0.1,69.3%,,59,64,57
tract,26093741100,2355,77.8,,54,-0.1,78.2%,,54,65,4
tract,26093742202,2457,77.8,,54,0.0,80.1%,,38,44,17
tract,26163556300,3316,77.8,,68,0.0,78.9%,139.0,57,30,33
tract,26163576300,2485,77.8,,84,-0.3,76.7%,141.0,22,13,24
tract,26163580500,2803,77.8,2.6,95,-0.3,77.8%,143.0,13,15,4
tract,26163583700,3612,77.8,,77,-0.2,78.1%,139.0,48,6,32
tract,26087338500,4744,77.8,,29,-0.3,76.6%,,46,29,13
tract,26001970600,1351,77.7,,5,0.1,82.3%,,50,50,6
tract,26077003400,3806,77.7,,66,-0.2,77.2%,,48,49,7
tract,26081003700,4506,77.7,2.1,60,0.1,75.9%,,91,45,84
tract,26087330500,2875,77.7,,16,-0.2,77.1%,,57,26,4
tract,26129950500,4449,77.7,,72,0.1,78.7%,,65,95,17
tract,26125134300,5257,77.7,,63,-0.5,77.2%,139.0,22,5,20
tract,26065004700,2934,77.7,,34,-0.1,81.0%,,17,67,26
tract,26065005501,6377,77.7,,44,-0.4,78.7%,,17,70,33
tract,26075005900,3944,77.7,,32,0.3,75.3%,,62,98,33
tract,26007000200,3917,77.7,,51,0.0,78.8%,,60,47,4
tract,26007000700,2950,77.7,,76,0.0,81.5%,,42,70,9
tract,26049011503,4634,77.7,,29,-0.2,77.5%,,43,64,39
tract,26049011211,4945,77.7,,36,-0.2,78.2%,,34,29,45
tract,26049012906,2684,77.7,,35,-0.4,77.3%,,12,5,34
tract,26125184600,2903,77.7,3.1,79,-0.4,73.3%,141.0,19,13,15
tract,26125131800,3757,77.7,,48,-0.3,77.8%,140.0,46,43,15
tract,26079950200,5096,77.7,,23,0.0,78.0%,,53,79,14
tract,26129950200,3226,77.7,,40,-0.1,80.5%,,38,21,6
tract,26131970200,2451,77.7,,0,0.1,81.6%,,54,76,7
tract,26125161600,2467,77.7,,69,0.0,79.9%,143.0,47,58,85
tract,26157000100,4087,77.7,,41,0.0,79.2%,,43,84,21
tract,26105950600,5117,77.7,,18,-0.1,78.4%,,57,85,22
tract,26107960700,7055,77.7,,18,-0.1,78.8%,,35,68,16
tract,26165380300,2734,77.7,,12,0.1,79.1%,,69,42,20
tract,26151970700,1817,77.7,,21,-0.1,82.9%,,45,26,1
tract,26091062400,5155,77.7,,51,-0.3,78.3%,,19,52,14
tract,26115831400,6856,77.7,,68,-0.1,77.8%,136.0,42,75,15
tract,26139025200,5784,77.7,,65,-0.2,78.8%,,25,46,64
tract,26099261500,3409,77.7,,84,-0.1,80.0%,139.0,23,22,54
tract,26163558200,4499,77.7,,71,-0.4,78.8%,144.0,17,77,35
tract,26163581600,5978,77.7,,88,-0.2,77.9%,142.0,46,72,52
tract,26069000800,1680,77.6,,24,0.1,82.2%,,67,40,0
tract,26073940200,6118,77.6,,47,-0.1,75.5%,,78,54,38
tract,26003000200,2644,77.6,,4,0.0,80.5%,,30,73,21
tract,26103002200,3250,77.6,,12,-0.2,79.1%,,16,14,3
tract,26121003400,4227,77.6,,71,-0.3,77.0%,,23,33,23
tract,26065003901,1856,77.6,,42,-0.3,78.2%,,23,44,52
tract,26071000100,2188,77.6,,22,0.0,81.4%,,55,59,11
tract,26067030300,2812,77.6,,26,0.2,77.2%,,80,70,19
tract,26073000600,4427,77.6,,60,0.2,75.1%,,82,91,35
tract,26015010500,3480,77.6,,65,-0.2,78.9%,,36,39,7
tract,26007000300,3414,77.6,,74,-0.1,81.0%,,46,75,7
tract,26007000900,2656,77.6,,72,0.0,79.7%,,36,38,6
tract,26027001100,2944,77.6,,85,-0.1,77.0%,,66,37,24
tract,26039960200,3400,77.6,,56,-0.1,78.6%,,45,70,17
tract,26031960300,4371,77.6,,0,0.0,79.4%,,61,94,14
tract,26049012703,2896,77.6,,24,-0.3,78.2%,,32,17,12
tract,26049013301,5772,77.6,,37,-0.4,77.8%,,36,23,2
tract,26053950600,2907,77.6,,0,0.1,79.3%,,55,36,12
tract,26123971200,4631,77.6,,47,-0.1,77.1%,,46,81,25
tract,26103002500,2529,77.6,,6,-0.2,79.5%,,35,53,6
tract,26125125000,3419,77.6,,41,-0.5,78.1%,141.0,14,30,1
tract,26125133002,3289,77.6,,65,-0.6,76.8%,140.5,6,19,18
tract,26125134900,3778,77.6,,63,-0.1,77.8%,138.0,26,28,21
tract,26163521500,1514,77.6,4.0,87,0.3,79.6%,132.0,89,63,80
tract,26081002000,2250,77.6,,56,0.2,74.1%,,82,99,53
tract,26163587900,6166,77.6,,85,-0.3,79.5%,138.0,76,78,64
tract,26163594300,3021,77.6,,78,-0.3,78.5%,140.0,18,13,19
tract,26105950200,3486,77.6,,23,-0.2,80.1%,,32,15,10
tract,26147651600,4013,77.6,,33,-0.4,77.4%,,20,57,4
tract,26111291400,3891,77.6,,44,-0.1,76.3%,,44,72,9
tract,26093732100,3412,77.6,,34,-0.2,77.6%,,47,22,1
tract,26093740700,2736,77.6,,56,-0.5,79.6%,,11,4,16
tract,26099261800,2915,77.6,,90,-0.2,78.9%,136.0,32,48,51
tract,26163538200,2214,77.6,1.0,81,-0.6,84.6%,138.0,22,1,85
tract,26163542500,2663,77.6,2.0,76,-0.1,83.5%,136.0,52,4,96
tract,26163563700,1729,77.6,,74,-0.6,77.8%,135.0,10,15,68
tract,26005032200,5144,77.5,,56,-0.2,78.8%,,35,78,34
tract,26021010200,6550,77.5,,5,-0.1,79.4%,,45,69,14
tract,26049011714,3033,77.5,,27,-0.4,78.4%,,16,0,16
tract,26063950800,3354,77.5,,40,0.0,78.9%,,41,61,7
tract,26099232100,6466,77.5,,74,-0.3,79.7%,139.0,53,34,44
tract,26151970600,2087,77.5,,16,0.1,82.4%,,35,61,6
tract,26069000200,3916,77.5,,8,-0.1,81.4%,,22,9,17
tract,26017285100,3325,77.5,,85,-0.2,78.9%,,7,7,18
tract,26019000300,1810,77.5,,13,-0.2,82.7%,,54,58,8
tract,26025002900,3055,77.5,,73,-0.2,78.3%,,35,45,6
tract,26049011610,6906,77.5,,28,-0.5,78.0%,,2,12,7
tract,26049011210,1716,77.5,3.0,34,0.1,79.0%,,59,66,36
tract,26059050300,2227,77.5,,64,0.0,76.9%,,46,72,3
tract,26049013002,4033,77.5,,37,-0.3,77.1%,,45,51,6
tract,26099250600,2818,77.5,2.9,70,-0.2,78.6%,140.0,42,31,10
tract,26065001000,2168,77.5,2.8,46,0.0,74.7%,,66,47,41
tract,26065002700,3049,77.5,3.0,51,0.0,76.4%,,43,52,64
tract,26119910400,2164,77.5,,34,0.2,80.8%,,70,37,4
tract,26099222500,3961,77.5,,43,-0.3,81.0%,140.0,29,35,7
tract,26099232300,4481,77.5,,76,-0.1,77.6%,136.0,67,72,27
tract,26147647000,3039,77.5,,40,-0.2,82.2%,,27,10,1
tract,26099241200,4878,77.5,,63,0.0,78.3%,138.0,67,30,37
tract,26125184000,2950,77.5,2.6,76,-0.5,76.7%,135.5,11,22,8
tract,26151971100,3796,77.5,,16,-0.1,77.6%,,78,87,9
tract,26155030300,4798,77.5,,24,0.0,79.4%,,45,70,13
tract,26155031301,4162,77.5,,31,-0.3,77.8%,,13,24,8
tract,26139020900,4413,77.5,,66,-0.1,79.2%,,48,71,12
tract,26163591900,5644,77.5,,72,-0.2,78.4%,140.0,46,24,16
tract,26125181200,6578,77.5,,78,-0.2,75.8%,133.0,46,18,29
tract,26159010400,2645,77.5,,11,-0.1,82.5%,,78,86,36
tract,26099260200,2302,77.5,,80,-0.3,78.7%,137.0,36,5,20
tract,26099260400,4151,77.5,,80,-0.4,79.8%,139.0,24,68,28
tract,26163574300,3401,77.5,,0,-0.2,73.3%,130.0,,,
tract,26163574900,1600,77.5,3.0,79,-0.1,80.7%,139.0,51,45,22
tract,26065006100,4522,77.4,,34,-0.3,76.6%,,24,57,23
tract,26073000100,3406,77.4,,39,-0.1,78.0%,,59,51,28
tract,26013000100,4135,77.4,,6,0.0,79.8%,,40,79,30
tract,26025001600,2862,77.4,3.0,85,-0.2,78.1%,,14,11,33
tract,26081012606,5700,77.4,,62,-0.1,77.0%,,39,69,53
tract,26115831100,2647,77.4,,66,-0.3,77.6%,141.5,41,16,5
tract,26125144200,4357,77.4,,56,-0.3,77.0%,138.0,39,16,13
tract,26065003400,2396,77.4,3.0,68,0.0,78.1%,,33,50,58
tract,26163521100,1949,77.4,4.0,88,0.1,76.4%,137.0,71,70,79
tract,26067031600,5395,77.4,,50,0.0,77.4%,,65,81,28
tract,26075006500,6681,77.4,,49,-0.3,75.7%,,35,50,9
tract,26023950200,3834,77.4,,91,0.0,77.4%,,61,54,23
tract,26027001500,3754,77.4,,79,-0.2,79.0%,,39,27,25
tract,26037010702,2466,77.4,,25,-0.1,78.4%,,52,34,9
tract,26049012009,2620,77.4,,27,-0.3,77.2%,,31,24,7
tract,26049001200,3484,77.4,2.4,29,0.1,82.1%,,57,28,95
tract,26055551400,5542,77.4,,13,-0.2,82.0%,,42,74,9
tract,26059051200,3586,77.4,,51,0.0,76.3%,,83,90,6
tract,26125127200,1711,77.4,,53,-0.7,80.2%,143.5,4,28,33
tract,26125127300,4572,77.4,,56,-0.4,78.6%,137.0,16,38,22
tract,26147643000,3723,77.4,,37,-0.1,81.6%,,50,86,10
tract,26125154200,3252,77.4,,64,-0.1,76.9%,140.0,42,57,27
tract,26081010200,4426,77.4,,26,0.1,75.2%,,80,76,28
tract,26133970400,3426,77.4,,9,0.1,78.1%,,81,92,11
tract,26081013400,5647,77.4,2.8,52,-0.1,75.2%,,53,51,52
tract,26087336000,5222,77.4,,28,-0.4,79.1%,,8,44,2
tract,26163505100,3736,77.4,3.0,93,0.4,82.1%,134.0,97,84,94
tract,26113960200,3222,77.4,,5,-0.1,80.1%,,46,52,10
tract,26093710300,4111,77.4,,44,-0.4,76.1%,,23,12,13
tract,26163571800,2883,77.4,3.0,75,0.0,77.2%,131.0,74,61,43
tract,26163580400,2603,77.4,2.4,96,-0.3,76.2%,138.0,14,5,16
tract,26081010102,2874,77.3,,33,-0.2,79.3%,,51,43,16
tract,26091061800,3935,77.3,,42,0.0,77.4%,,72,89,15
tract,26155031500,6385,77.3,,31,-0.1,76.4%,,38,28,12
tract,26163569100,2483,77.3,3.0,74,-0.2,75.3%,141.0,46,20,26
tract,26163573701,1890,77.3,2.0,86,-0.3,75.4%,131.0,61,21,23
tract,26005030500,7850,77.3,,90,-0.4,76.8%,,17,19,26
tract,26073000200,4997,77.3,,51,0.0,77.7%,,57,60,16
tract,26075006702,4720,77.3,,31,-0.2,76.4%,,49,38,6
tract,26009960300,2731,77.3,,7,-0.1,82.3%,,40,56,3
tract,26017286000,2692,77.3,,67,-0.2,80.5%,,37,11,19
tract,26019000100,7600,77.3,,13,-0.1,77.4%,,56,44,15
tract,26033970600,5105,77.3,,6,-0.1,78.5%,,44,63,69
tract,26063951100,2146,77.3,,57,-0.1,79.2%,,34,67,12
tract,26121002100,3439,77.3,3.6,95,0.1,80.0%,,85,98,52
tract,26125133003,3356,77.3,,65,-0.2,76.4%,142.0,15,51,44
tract,26079950602,1738,77.3,,34,0.0,78.6%,,50,43,9
tract,26161410300,4390,77.3,,64,-0.1,69.9%,,50,66,51
tract,26115830500,3849,77.3,,62,-0.4,78.1%,141.0,38,18,14
tract,26115831600,2847,77.3,,76,0.0,78.8%,133.0,53,46,18
tract,26099262000,3278,77.3,,86,-0.2,78.2%,133.0,50,47,43
tract,26163545500,4002,77.3,3.3,81,0.4,78.0%,133.0,89,91,86
tract,26163554800,3382,77.3,,73,-0.2,81.8%,137.0,58,18,77
tract,26163567201,3592,77.3,,74,-0.3,75.7%,141.5,43,9,28
tract,26163583800,4876,77.3,,77,-0.2,78.3%,138.0,27,50,48
tract,26037010201,2080,77.2,,44,-0.2,80.6%,,29,33,25
tract,26045020700,4092,77.2,,58,-0.2,78.1%,,53,59,16
tract,26081002200,4682,77.2,3.0,55,-0.1,72.4%,,28,63,33
tract,26093713300,1682,77.2,,49,-0.4,79.4%,,10,41,13
tract,26125183100,4540,77.2,3.0,76,-0.4,75.0%,135.0,5,15,25
tract,26125145600,4746,77.2,,59,-0.3,76.5%,137.0,36,30,22
tract,26125181300,6002,77.2,,80,-0.2,78.0%,138.0,37,70,25
tract,26145011901,1965,77.2,,41,-0.2,80.4%,,29,17,15
tract,26069000600,2757,77.2,,29,-0.1,80.7%,,42,64,4
tract,26069000700,2558,77.2,,22,0.1,79.8%,,87,57,5
tract,26071000300,2574,77.2,,8,0.1,80.0%,,58,70,8
tract,26021021000,5248,77.2,,79,-0.1,78.3%,,54,86,38
tract,26031960100,2835,77.2,,1,0.0,81.0%,,54,45,20
tract,26047970100,2079,77.2,,1,0.0,81.3%,,76,85,27
tract,26045020402,2870,77.2,,34,-0.4,79.2%,,13,18,13
tract,26049011213,5260,77.2,,35,-0.4,76.7%,,34,24,23
tract,26059050900,4859,77.2,,47,-0.2,78.1%,,28,48,7
tract,26049012802,1941,77.2,,27,-0.2,78.0%,,49,48,18
tract,26099254200,4328,77.2,,78,-0.2,78.8%,137.0,39,35,32
tract,26061000200,2992,77.2,,41,0.1,78.4%,,65,54,2
tract,26145011702,2313,77.2,,46,0.0,79.9%,,21,27,23
tract,26147640100,2094,77.2,,54,-0.3,80.8%,,20,19,4
tract,26077000500,3903,77.2,2.8,77,0.3,71.8%,,92,86,60
tract,26077002903,5441,77.2,,63,0.0,79.6%,,40,75,40
tract,26125140700,2870,77.2,,64,-0.3,74.9%,126.5,58,61,70
tract,26081001000,4724,77.2,3.0,58,-0.1,74.7%,,59,76,62
tract,26081002600,3871,77.2,,61,0.1,71.3%,,97,92,85
tract,26133970300,3065,77.2,,5,0.0,78.4%,,59,71,10
tract,26125162400,2289,77.2,,70,-0.2,81.3%,137.0,51,33,83
tract,26163590500,6326,77.2,,70,-0.2,77.3%,139.0,44,47,17
tract,26125173400,5376,77.2,3.0,80,-0.4,74.5%,138.0,14,10,26
tract,26125180300,2954,77.2,3.0,74,-0.1,77.3%,142.5,23,21,14
tract,26087330000,3870,77.2,,19,-0.3,76.5%,,60,36,18
tract,26087337000,2996,77.2,,33,0.2,78.7%,,83,78,30
tract,26093720100,3588,77.2,,35,-0.4,76.8%,,11,4,2
tract,26161405500,2493,77.2,,57,-0.2,74.8%,,43,50,65
tract,26163564200,4132,77.2,,74,-0.3,77.2%,135.5,30,69,38
tract,26161464000,6193,77.2,,67,-0.5,73.9%,,18,16,22
tract,26067030100,6761,77.1,,32,0.0,77.8%,,74,69,20
tract,26025003400,2163,77.1,,67,0.0,70.7%,,72,52,45
tract,26043950400,3688,77.1,,89,0.1,80.0%,,49,82,14
tract,26081014100,1931,77.1,3.0,61,-0.1,75.0%,,51,25,71
tract,26139020200,4396,77.1,,54,-0.1,77.6%,,67,78,21
tract,26157001000,5150,77.1,,28,-0.1,78.8%,,45,45,3
tract,26161414000,3408,77.1,,60,0.1,67.9%,,65,94,74
tract,26069000500,3766,77.1,,24,0.1,81.7%,,62,79,19
tract,26021011100,5536,77.1,,32,-0.4,80.7%,,40,29,3
tract,26035000800,4622,77.1,,29,-0.1,77.7%,,72,76,5
tract,26045020500,3517,77.1,,31,-0.4,78.4%,,11,18,9
tract,26045020601,3987,77.1,,47,-0.1,76.8%,,31,79,23
tract,26049012003,2985,77.1,,22,-0.1,76.3%,,81,47,30
tract,26053950300,2423,77.1,,0,0.0,79.7%,,38,74,6
tract,26061000400,3166,77.1,,17,0.1,78.3%,,40,81,7
tract,26063951200,3947,77.1,,64,0.0,79.5%,,59,77,5
tract,26145012002,3570,77.1,,48,-0.3,80.8%,,10,1,4
tract,26125184300,2729,77.1,,80,-0.5,73.5%,128.5,22,4,36
tract,26165380500,6671,77.1,,10,-0.1,78.8%,,39,82,20
tract,26125145700,3135,77.1,,61,-0.2,77.2%,144.0,41,72,52
tract,26081003300,4040,77.1,1.7,54,-0.5,77.2%,,22,86,56
tract,26081003800,5249,77.1,3.0,59,0.2,71.0%,,96,69,89
tract,26157000300,3190,77.1,,40,0.0,78.8%,,58,42,12
tract,26125171400,6777,77.1,,74,0.0,81.9%,136.0,60,19,82
tract,26163591600,2270,77.1,,73,-0.2,78.0%,140.0,11,10,57
tract,26125181100,2712,77.1,,77,-0.2,78.2%,139.0,48,71,15
tract,26087331500,2770,77.1,,18,-0.1,77.2%,,68,42,1
tract,26107960500,4211,77.1,,55,0.2,76.1%,,71,95,24
tract,26163598000,3186,77.1,,69,-0.4,76.8%,139.0,19,56,24
tract,26141950300,2074,77.1,,17,0.1,81.4%,,47,63,7
tract,26099260700,3050,77.1,,78,-0.1,77.6%,136.0,53,32,52
tract,26163582100,3939,77.1,,89,-0.2,77.2%,139.0,29,53,24
tract,26029001100,1856,77.1,,5,0.0,78.0%,,51,57,20
tract,26111291500,4255,77.1,,46,0.0,75.4%,,75,77,20
tract,26155031900,3597,77.0,,24,-0.1,77.9%,,55,66,0
tract,26045021401,3595,77.0,,43,-0.2,78.9%,,43,77,50
tract,26049011710,2411,77.0,,26,0.1,77.8%,,60,69,17
tract,26049003300,2358,77.0,3.2,43,0.1,80.4%,,52,58,80
tract,26049012801,4584,77.0,,25,-0.3,77.5%,,9,20,8
tract,26145010800,2600,77.0,,61,0.0,80.8%,,62,34,53
tract,26099230800,5210,77.0,,71,-0.2,77.9%,132.0,83,57,43
tract,26077001603,1710,77.0,3.0,64,0.0,73.8%,,33,31,31
tract,26125130300,3904,77.0,,55,-0.4,77.1%,137.0,30,64,29
tract,26153000300,3173,77.0,,1,0.2,79.7%,,75,80,27
tract,26079950400,3705,77.0,,23,-0.1,77.7%,,68,61,11
tract,26125145100,2375,77.0,,61,-0.3,76.5%,142.0,39,11,23
tract,26081004000,4048,77.0,2.6,56,0.1,71.8%,,87,56,90
tract,26125161400,4032,77.0,,72,0.1,83.3%,138.0,64,75,56
tract,26155031600,3718,77.0,,27,0.0,77.4%,,56,76,12
tract,26155031800,4186,77.0,,26,0.0,77.8%,,28,79,12
tract,26125173600,1611,77.0,3.9,94,-0.3,73.7%,142.0,36,40,29
tract,26147658500,3757,77.0,,31,-0.4,78.3%,,14,32,4
tract,26159012000,6062,77.0,,13,0.1,77.7%,,80,92,58
tract,26151970900,4772,77.0,,28,0.0,78.7%,,59,97,15
tract,26163580100,2010,77.0,2.9,99,-0.1,76.4%,139.0,39,31,17
tract,26075006600,4842,76.9,,46,-0.1,75.8%,,52,26,12
tract,26005030703,2814,76.9,,32,0.0,76.6%,,67,57,49
tract,26163591502,3292,76.9,,77,-0.2,78.0%,142.0,34,78,35
tract,26065005900,5368,76.9,,33,-0.3,76.5%,,39,25,11
tract,26009960400,3114,76.9,,7,-0.1,81.0%,,46,77,12
tract,26033970300,4145,76.9,,0,0.1,74.9%,,73,78,33
tract,26099250800,2855,76.9,,76,-0.1,79.0%,134.5,35,32,16
tract,26063950500,2082,76.9,,25,0.0,83.3%,,34,26,3
tract,26121003600,6529,76.9,,62,-0.3,77.1%,,40,20,25
tract,26145012600,3266,76.9,,35,0.0,79.0%,,42,75,28
tract,26125127700,6653,76.9,,58,-0.3,76.3%,132.0,32,85,24
