Geo Type,Geo ID,Population,Asthma,Historic Redlining Score,Toxic Releases to Air,Extreme Income Disparities,Pneumonia,Asthma_2,Socioeconomic Status,Housing & Transportation,Racial & Ethnic Minority Status
tract,26093712101,3122,10.40%,,62,-0.4,,,3,12,2
tract,26139023200,2521,10.40%,,55,-0.4,,,9,46,1
tract,26161405400,2201,10.40%,,58,-0.3,,,30,21,42
tract,26099261000,3787,10.40%,,81,-0.2,0,0,43,29,67
tract,26093744800,4559,10.40%,,72,-0.7,,,5,1,13
tract,26097950100,1403,10.40%,,0,-0.1,,,28,25,3
tract,26163574800,3815,10.40%,1,77,-0.5,0,0,28,2,12
tract,26163563900,2315,10.40%,,74,-0.6,0,0,26,4,56
tract,26001000100,1699,10.30%,,43,-0.2,,,20,23,10
tract,26027001900,5204,10.30%,,12,-0.3,,,18,13,13
tract,26099247400,2488,10.30%,,58,-0.5,0,0,1,25,8
tract,26081012300,3433,10.30%,1.3,54,-0.7,,,0,21,13
tract,26093730101,2830,10.30%,,49,-0.7,,,7,11,11
tract,26093740200,3958,10.30%,,66,-0.7,,,5,6,12
tract,26093740300,2173,10.30%,,52,-0.6,,,2,4,10
tract,26111291000,5752,10.30%,,57,-0.4,,,11,64,27
tract,26125128700,2181,10.30%,,57,-0.7,0,0,12,2,36
tract,26125135300,5388,10.30%,,58,-0.8,200,100,2,15,29
tract,26125158200,3248,10.30%,,71,-0.6,0,0,1,2,21
tract,26139023001,6429,10.30%,,63,-0.4,,,5,65,17
tract,26065005600,2967,10.30%,,41,-0.4,,,16,17,33
tract,26021001000,1831,10.30%,,7,-0.3,,,15,4,14
tract,26047970400,2780,10.30%,,4,-0.2,,,17,71,23
tract,26055550101,5940,10.30%,,10,-0.4,,,8,31,14
tract,26055550102,3321,10.30%,,10,-0.5,,,10,54,20
tract,26099252200,2838,10.30%,1.9,74,-0.2,0,0,21,25,22
tract,26121002500,7516,10.30%,,89,-0.5,,,3,32,13
tract,26099225300,4747,10.30%,,58,-0.2,0,0,50,60,22
tract,26099226100,7848,10.30%,,54,-0.6,0,0,30,6,15
tract,26125128300,4477,10.30%,,61,-0.3,0,0,26,51,25
tract,26125128800,1422,10.30%,,62,-0.6,0,0,3,8,32
tract,26125184200,4038,10.30%,3,78,-0.3,0,0,16,66,37
tract,26125197300,4621,10.30%,,73,-0.4,0,0,30,35,33
tract,26125157500,3117,10.30%,,63,-0.1,0,0,60,85,50
tract,26125159000,4439,10.30%,,66,-0.7,0,0,8,25,40
tract,26081012203,5441,10.30%,,65,-0.5,,,14,26,29
tract,26139021100,4894,10.30%,,66,-0.3,,,14,16,5
tract,26139021604,7341,10.30%,,51,-0.4,,,8,2,9
tract,26125165100,4072,10.30%,3,67,-0.4,0,0,16,66,32
tract,26125166000,2595,10.30%,,65,-0.2,0,0,18,75,52
tract,26125170300,2793,10.30%,3,73,-0.5,0,0,18,24,29
tract,26081014805,7360,10.30%,,62,-0.5,,,5,19,46
tract,26081014806,5793,10.30%,,60,-0.5,,,3,10,1
tract,26139022107,1371,10.30%,,43,-0.4,,,20,5,31
tract,26139022203,9848,10.30%,,71,-0.2,,,40,70,74
tract,26089970300,2656,10.30%,,7,-0.3,,,19,30,14
tract,26093740500,2313,10.30%,,54,-0.6,,,10,24,4
tract,26093742500,2338,10.30%,,52,-0.5,,,6,0,0
tract,26117971000,6704,10.30%,,32,-0.1,,,54,93,37
tract,26093743600,3043,10.30%,,51,-0.5,,,4,1,15
tract,26093744200,3713,10.30%,,63,-0.6,,,5,15,17
tract,26163550400,1548,10.30%,2.3,77,-0.4,0,0,10,18,20
tract,26145010303,3274,10.30%,,53,-0.3,,,20,31,33
tract,26055551000,4312,10.20%,,33,-0.2,,,35,52,13
tract,26077002904,9183,10.20%,,56,-0.5,,,3,10,37
tract,26081011901,6944,10.20%,,47,-0.7,,,1,2,17
tract,26093743900,3573,10.20%,,47,-0.5,,,14,3,3
tract,26125183400,2725,10.20%,2,72,-0.4,0,0,20,54,30
tract,26125128200,3394,10.20%,,61,-0.6,0,0,3,1,22
tract,26125156500,4341,10.20%,,64,-0.5,0,0,23,11,41
tract,26161444000,6477,10.20%,,41,-0.5,,,12,16,14
tract,26163550300,3158,10.20%,1.2,78,-0.8,0,0,1,1,16
tract,26163562600,3759,10.20%,,92,-0.7,0,0,1,23,17
tract,26021001100,4050,10.20%,,8,-0.5,,,6,11,23
tract,26021001800,4766,10.20%,,16,-0.6,,,6,27,22
tract,26029000900,1958,10.20%,,5,-0.4,,,3,32,4
tract,26045020101,2971,10.20%,,71,-0.7,,,2,4,35
tract,26045020302,6724,10.20%,,43,-0.5,,,5,21,28
tract,26145010302,7869,10.20%,,52,-0.3,,,8,76,49
tract,26099223400,10741,10.20%,,51,-0.5,0,0,15,1,21
tract,26145012002,3570,10.20%,,48,-0.3,,,10,1,4
tract,26125128600,3696,10.20%,,56,-0.5,0,0,18,2,12
tract,26147631600,2455,10.20%,,37,-0.1,,,18,93,14
tract,26125193000,3341,10.20%,,64,-0.6,0,0,21,41,36
tract,26125135200,3360,10.20%,,64,-0.4,100,0,13,50,31
tract,26125140302,3958,10.20%,,70,-0.3,0,0,50,40,45
tract,26161413403,2086,10.20%,,63,-0.5,,,6,39,47
tract,26125154500,2505,10.20%,,63,-0.7,100,0,13,15,45
tract,26125157000,2406,10.20%,,65,-0.6,0,0,15,3,39
tract,26081012604,7396,10.20%,,73,-0.6,,,16,33,51
tract,26125166700,2334,10.20%,,65,-0.6,0,0,18,9,70
tract,26125167800,4351,10.20%,,64,-0.4,0,0,26,38,49
tract,26139022105,6083,10.20%,,57,-0.3,,,31,62,44
tract,26161445000,2782,10.20%,,34,-0.6,,,6,45,13
tract,26161447000,2983,10.20%,,34,-0.4,,,4,35,9
tract,26111290900,8077,10.20%,,80,-0.4,,,14,3,30
tract,26163596300,2675,10.20%,,88,-0.7,0,0,0,4,15
tract,26163515400,1633,10.20%,3,85,-0.5,200,200,32,64,53
tract,26139024400,10264,10.20%,,53,-0.6,,,3,10,9
tract,26093744600,2034,10.20%,,76,-0.7,,,19,51,21
tract,26163550700,5283,10.20%,1.4,77,-0.6,0,0,2,20,19
tract,26163560100,2694,10.20%,,66,-0.5,0,0,15,61,2
tract,26163563300,2823,10.20%,,74,-0.4,0,0,24,22,44
tract,26093712102,3039,10.10%,,52,-0.7,,,7,5,9
tract,26093713300,1682,10.10%,,49,-0.4,,,10,41,13
tract,26125183200,3474,10.10%,3,74,-0.3,0,0,19,36,29
tract,26125173200,2803,10.10%,2.6,79,-0.5,0,0,5,7,26
tract,26161415400,2008,10.10%,,56,-0.3,,,36,89,58
tract,26161421900,1359,10.10%,,58,,,,,,73
tract,26139025800,5358,10.10%,,54,-0.2,,,32,34,66
tract,26163556700,2556,10.10%,,70,-0.4,100,200,23,9,18
tract,26005030800,5042,10.10%,,24,-0.4,,,11,66,27
tract,26029000500,577,10.10%,,2,-0.2,,,48,16,8
tract,26099215200,8039,10.10%,,54,-0.7,0,0,11,37,4
tract,26099230602,6349,10.10%,,69,-0.3,0,0,45,60,46
tract,26125126200,2754,10.10%,,45,-0.5,0,0,6,1,15
tract,26125184000,2950,10.10%,2.6,76,-0.5,0,0,11,22,8
tract,26125132700,2943,10.10%,,53,-0.4,500,100,4,20,20
tract,26077003004,7868,10.10%,,51,-0.7,,,0,14,11
tract,26125187000,2431,10.10%,2.4,78,-0.7,0,0,6,4,14
tract,26125191100,2616,10.10%,,62,-0.3,0,0,32,27,35
tract,26125192000,6030,10.10%,,61,-0.4,0,0,6,15,29
tract,26125193700,4609,10.10%,,66,-0.4,0,0,24,25,56
tract,26161414200,3034,10.10%,,60,-0.2,,,57,81,64
tract,26125153000,2204,10.10%,2,70,-0.4,0,0,6,15,17
tract,26125156100,4544,10.10%,,62,-0.6,300,0,11,17,49
tract,26125157300,3351,10.10%,,63,-0.5,0,0,28,38,57
tract,26081012400,4094,10.10%,1.6,54,-0.6,,,2,26,11
tract,26081012500,4943,10.10%,2.1,55,-0.7,,,0,0,9
tract,26139020600,3319,10.10%,,70,-0.3,,,9,40,18
tract,26139021400,8232,10.10%,,56,-0.4,,,3,20,2
tract,26139022206,4681,10.10%,,59,-0.3,,,28,33,47
tract,26161416200,5194,10.10%,,55,-0.5,,,15,21,38
tract,26161425000,4509,10.10%,,45,-0.6,,,2,7,37
tract,26161446400,3117,10.10%,,38,-0.4,,,2,30,2
tract,26161404600,4776,10.10%,,54,-0.3,,,22,64,40
tract,26093743400,3892,10.10%,,49,-0.4,,,3,3,6
tract,26163560200,5197,10.10%,,68,-0.4,0,0,7,25,39
tract,26163560300,3318,10.10%,,70,-0.4,0,0,9,28,28
tract,26163562400,5244,10.10%,,74,-0.6,0,0,1,16,12
tract,26163562700,3531,10.10%,,77,-0.5,100,0,3,32,11
tract,26163574202,2948,10.10%,,90,-0.4,0,200,42,91,43
tract,26021001300,2148,10.00%,,9,-0.3,,,5,33,21
tract,26057000400,3748,10.00%,,40,,,,,,74
tract,26081011902,7614,10.00%,,52,-0.6,,,0,14,28
tract,26087336500,1268,10.00%,,31,0.2,,,,,78
tract,26125138600,2774,10.00%,,69,-0.8,0,0,0,5,29
tract,26125157400,2627,10.00%,,64,-0.5,100,0,40,20,35
tract,26139022600,2069,10.00%,,43,-0.4,,,5,5,27
tract,26163561900,6877,10.00%,,68,-0.6,0,0,9,6,28
tract,26163564300,2528,10.00%,,75,-0.5,0,0,7,36,36
tract,26021011200,3091,10.00%,,41,-0.3,,,9,33,13
tract,26021001600,2132,10.00%,,26,-0.3,,,25,10,26
tract,26025001500,5331,10.00%,,82,-0.5,,,14,14,37
tract,26055551500,3093,10.00%,,12,-0.3,,,30,63,22
tract,26055550900,4903,10.00%,,17,-0.5,,,17,22,10
tract,26125127100,5695,10.00%,,51,-0.7,0,0,8,4,29
tract,26125127600,4795,10.00%,,55,-0.7,0,0,8,6,21
tract,26077002102,3009,10.00%,,59,-0.4,,,18,5,25
tract,26125190200,4426,10.00%,,54,-0.9,0,0,5,2,12
tract,26125137700,1669,10.00%,,64,-0.5,100,100,26,22,16
tract,26125158100,3163,10.00%,,69,-0.6,0,0,3,21,31
tract,26081011801,7640,10.00%,,51,-0.6,,,16,65,20
tract,26081012201,6729,10.00%,,56,-0.5,,,4,36,17
tract,26139021700,4990,10.00%,,53,-0.5,,,5,23,25
tract,26125166200,2876,10.00%,,65,-0.8,0,0,13,3,36
tract,26125166500,2753,10.00%,,65,-0.6,0,0,2,2,51
tract,26139021902,8119,10.00%,,53,-0.6,,,1,0,0
tract,26139022002,4081,10.00%,,57,-0.4,,,13,49,24
tract,26089970400,1538,10.00%,,4,-0.4,,,17,80,16
tract,26161402600,2532,10.00%,,56,0,,,46,84,77
tract,26161403200,3084,10.00%,,48,-0.6,,,10,4,37
tract,26161403300,3794,10.00%,,47,-0.4,,,6,60,39
tract,26161403800,3073,10.00%,,51,-0.3,,,39,40,63
tract,26093740700,2736,10.00%,,56,-0.5,,,11,4,16
tract,26093743800,3929,10.00%,,50,-0.6,,,2,3,1
tract,26093744700,3194,10.00%,,66,-0.4,,,14,5,3
tract,26163550500,3658,10.00%,1.4,77,-0.6,0,0,3,10,18
tract,26163551700,3206,10.00%,1.4,75,-0.6,0,0,7,2,9
tract,26163563700,1729,10.00%,,74,-0.6,0,0,10,15,68
tract,26163565000,5089,10.00%,,78,-0.3,0,0,15,24,61
tract,26125156000,2537,10.00%,,63,-0.6,0,0,3,20,51
tract,26099260900,4874,9.90%,,79,-0.3,0,0,46,16,65
tract,26125188100,2422,9.90%,2.4,74,-0.8,0,0,0,8,12
tract,26125194400,3638,9.90%,,64,-0.5,0,0,39,61,35
tract,26125153200,1916,9.90%,3,69,-0.6,0,0,5,41,17
tract,26145010501,2329,9.90%,,48,-0.4,,,7,15,21
tract,26125183700,5696,9.90%,2.8,75,-0.4,0,0,3,22,21
tract,26125184600,2903,9.90%,3.1,79,-0.4,0,0,19,13,15
tract,26125132600,4167,9.90%,,54,-0.7,0,100,1,14,8
tract,26125191200,4827,9.90%,,61,-0.3,0,0,30,48,23
tract,26125191300,4003,9.90%,,60,-0.7,0,0,2,7,31
tract,26125137800,3313,9.90%,,65,-0.7,0,0,3,7,30
tract,26125138100,5642,9.90%,,71,-0.7,0,0,4,47,27
tract,26125152600,3869,9.90%,1.7,69,-0.7,0,0,0,7,17
tract,26125156400,3775,9.90%,,64,-0.6,0,0,31,6,22
tract,26125166400,3115,9.90%,,65,-0.6,0,0,8,16,52
tract,26125170000,2436,9.90%,3,74,-0.6,0,0,1,5,11
tract,26125170100,2905,9.90%,3,73,-0.5,0,0,1,1,18
tract,26161414500,2989,9.90%,,59,-0.6,,,36,5,63
tract,26161423400,6668,9.90%,,47,-0.3,,,13,87,20
tract,26161461000,7567,9.90%,,48,-0.7,,,3,7,19
tract,26139023600,2447,9.90%,,55,-0.5,,,4,35,7
tract,26161400600,4714,9.90%,,48,-0.4,,,21,46,21
tract,26161404400,2126,9.90%,,47,-0.7,,,4,23,47
tract,26093742700,3580,9.90%,,52,-0.4,,,19,12,7
tract,26163564503,3470,9.90%,,81,-0.5,0,0,22,48,64
tract,26005030200,3340,9.80%,,34,-0.4,,,0,4,7
tract,26125157700,2373,9.80%,,64,-0.7,0,0,40,16,63
tract,26163550800,1466,9.80%,1.5,75,-0.6,0,0,9,4,12
tract,26065004600,4213,9.80%,,39,-0.5,,,3,21,27
tract,26125127200,1711,9.80%,,53,-0.7,0,0,4,28,33
tract,26077002003,6169,9.80%,,58,-0.4,,,10,21,44
tract,26125183600,4536,9.80%,2,74,-0.4,0,0,9,40,24
tract,26125184100,2855,9.80%,3,76,-0.5,0,0,4,15,28
tract,26125196200,4306,9.80%,,67,-0.4,0,0,25,32,39
tract,26125136800,4462,9.80%,,63,-0.3,100,0,36,98,60
tract,26125150900,3903,9.80%,,65,-0.5,0,0,23,31,39
tract,26125152900,4289,9.80%,2.7,71,-0.4,0,0,23,14,42
tract,26125153300,3656,9.80%,3,70,-0.6,0,0,3,7,16
tract,26125154600,3017,9.80%,,63,-0.6,100,0,15,13,46
tract,26125156300,4076,9.80%,,64,-0.7,0,0,10,3,42
tract,26125157900,2832,9.80%,,64,-0.7,0,0,11,5,57
tract,26139021304,5483,9.80%,,58,-0.4,,,10,23,5
tract,26125167000,5454,9.80%,,66,-0.5,0,0,32,60,54
tract,26125167900,2869,9.80%,,64,-0.7,0,0,19,24,56
tract,26125168500,2945,9.80%,,67,-0.3,0,0,27,33,65
tract,26139022108,6031,9.80%,,50,-0.6,,,10,12,17
tract,26161446200,2214,9.80%,,38,-0.2,,,24,78,9
tract,26161454000,4946,9.80%,,45,-0.6,,,0,2,1
tract,26093712602,3622,9.80%,,58,-0.6,,,6,5,7
tract,26161403500,3078,9.80%,,47,-0.4,,,12,57,30
tract,26093742900,3883,9.80%,,50,-0.7,,,5,2,2
tract,26163560400,6015,9.80%,,75,-0.5,0,0,16,28,18
tract,26163564401,5315,9.80%,,68,-0.7,0,0,6,10,53
tract,26125193300,4545,9.70%,,63,-0.3,0,0,20,72,38
tract,26139022106,3761,9.70%,,52,-0.6,,,1,8,26
tract,26125168800,2343,9.70%,,65,-0.7,0,0,9,10,50
tract,26161414700,1606,9.70%,,46,-0.4,,,16,24,49
tract,26099225400,7514,9.70%,,58,-0.8,0,0,4,5,4
tract,26125184700,1569,9.70%,3.7,81,-0.4,0,0,5,1,37
tract,26125190800,3279,9.70%,,66,-0.6,0,0,7,5,27
tract,26125192400,5019,9.70%,,65,-0.5,0,0,2,39,33
tract,26125194100,2901,9.70%,,65,-0.7,0,0,2,9,24
tract,26125194600,4589,9.70%,,65,-0.6,0,0,3,28,34
tract,26125196100,6200,9.70%,,68,-0.5,0,0,8,11,51
tract,26125150000,5063,9.70%,,65,-0.5,0,0,15,2,42
tract,26125150300,4938,9.70%,,65,-0.6,0,0,10,12,37
tract,26125153100,2227,9.70%,2.3,69,-0.7,0,0,4,10,19
tract,26081012202,6858,9.70%,,54,-0.8,,,1,31,19
tract,26139022103,1506,9.70%,,51,-0.6,,,3,7,7
tract,26139025500,4013,9.70%,,53,-0.4,,,4,48,25
tract,26163550600,2419,9.70%,1.2,75,-0.6,0,0,2,7,14
tract,26163562300,2260,9.70%,,74,-0.6,0,0,1,7,9
tract,26163563500,5976,9.70%,,71,-0.7,0,0,7,3,24
tract,26125197900,3433,9.60%,,70,-0.6,0,0,5,10,40
tract,26125152700,3040,9.60%,1.5,68,-0.6,0,0,16,10,21
tract,26065005002,3781,9.60%,,36,-0.7,,,4,63,43
tract,26125128900,7094,9.60%,,73,-0.6,0,0,10,25,36
tract,26125192500,3150,9.60%,,69,-0.8,0,0,1,1,47
tract,26125157800,3340,9.60%,,64,-0.5,0,0,8,57,59
tract,26161415600,2373,9.60%,,50,-0.8,,,6,83,47
tract,26161404500,4190,9.60%,,48,-0.1,,,32,81,55
tract,26125196700,2800,9.50%,,69,-0.6,0,0,3,1,25
tract,26125150700,4355,9.50%,,64,-0.8,0,0,8,8,30
tract,26161453000,5379,9.50%,,48,-0.8,,,1,3,30
tract,26161403400,3064,9.50%,,47,-0.6,,,0,21,27
tract,26161405200,5001,9.50%,,56,-0.4,,,19,42,30
tract,26075005800,5113,9.50%,,38,0.3,,,,,68
tract,26125184500,2122,9.50%,2.7,77,-0.5,0,0,5,35,19
tract,26125188000,3900,9.50%,1.6,76,-0.7,0,0,1,1,9
tract,26125193100,3754,9.50%,,64,-0.5,0,0,24,38,22
tract,26125138302,7344,9.50%,,75,-0.6,0,0,1,17,33
tract,26161407000,5003,9.50%,,63,-0.7,,,5,31,39
tract,26125150800,4482,9.50%,,65,-0.6,0,0,3,28,49
tract,26125152000,4004,9.50%,,67,-0.7,100,0,5,45,28
tract,26125158000,3976,9.50%,,67,-0.8,0,0,0,25,36
tract,26161456000,6014,9.50%,,47,-0.5,,,7,57,50
tract,26089970100,2016,9.50%,,6,-0.4,,,5,25,6
tract,26161402100,3046,9.50%,,51,-0.1,,,34,68,60
tract,26161404300,2740,9.50%,,48,-0.6,,,5,14,31
tract,26163561300,7580,9.50%,,67,-0.8,0,0,0,0,42
tract,26093741602,3392,9.50%,,53,-0.4,,,4,2,14
tract,26125192200,6028,9.40%,,65,-0.8,0,0,6,0,36
tract,26125134800,3209,9.40%,,63,-0.3,100,100,25,30,42
tract,26125136300,4987,9.40%,,64,-0.5,0,0,13,32,57
tract,26125150400,2947,9.40%,,66,-0.8,0,0,6,6,50
tract,26125168100,2238,9.40%,,65,-0.4,0,0,32,6,52
tract,26065004901,7268,9.40%,,38,-0.2,,,23,90,71
tract,26125190700,5239,9.40%,,65,-0.9,0,0,3,5,34
tract,26125194200,1907,9.40%,,64,-0.5,0,0,6,27,52
tract,26125136000,2744,9.40%,,63,-0.2,0,0,30,95,64
tract,26125136500,5670,9.40%,,65,-0.4,0,0,10,6,62
tract,26125168400,3821,9.40%,,67,-0.7,0,0,1,18,53
tract,26163564402,5678,9.40%,,70,-0.7,0,0,12,12,68
tract,26163564501,4979,9.40%,,71,-0.9,0,0,0,2,57
tract,26163564600,6121,9.40%,,76,-0.7,0,0,1,5,54
tract,26125196300,3489,9.30%,,66,-0.6,0,0,3,24,47
tract,26125136700,5557,9.30%,,66,-0.6,0,0,11,12,51
tract,26125140800,4948,9.30%,,64,-0.3,0,0,24,36,65
tract,26125197100,3016,9.30%,,70,-0.7,0,0,7,27,58
tract,26125197200,3672,9.30%,,71,-0.6,0,0,19,47,56
tract,26125150500,2624,9.30%,,68,-0.8,0,0,4,12,22
tract,26125151000,5127,9.30%,,67,-0.7,0,0,2,16,19
tract,26125168700,3901,9.30%,,64,-0.5,0,0,19,29,59
tract,26067982200,3172,9.20%,,42,0,,,,,74
tract,26081011804,5315,9.20%,,54,-0.3,,,20,65,30
tract,26125196400,3995,9.20%,,65,-0.8,0,0,8,5,48
tract,26125137400,6560,9.20%,,64,-0.8,0,0,1,0,46
tract,26125198000,3877,9.20%,,71,-0.6,0,0,10,4,62
tract,26125192700,3214,9.10%,,67,-0.7,0,0,5,39,40
tract,26125197000,4882,9.10%,,69,-0.7,0,0,5,45,48
tract,26125197500,3883,9.10%,,72,-0.3,0,0,28,37,69
tract,26125197600,1915,9.10%,,71,-0.1,0,0,50,17,62
tract,26125150200,2417,9.10%,,64,-0.7,0,0,28,9,41
tract,26161405300,5282,9.10%,,55,-0.7,,,1,28,40
tract,26163550900,2735,9.10%,1,73,-0.7,0,0,1,4,16
tract,26125196000,6517,9.00%,,68,-0.7,0,0,8,15,41
tract,26125137100,11067,9.00%,,64,-0.6,0,0,18,34,57
tract,26125193400,4497,9.00%,,63,-0.7,0,0,5,10,45
tract,26125194300,3849,9.00%,,63,-0.6,0,0,18,32,47
tract,26161406000,3510,9.00%,,57,-0.5,,,5,53,54
tract,26161415800,3761,9.00%,,47,-0.7,,,2,6,46
tract,26161403100,1510,9.00%,,48,-0.8,,,1,2,41
tract,26163564502,3758,9.00%,,75,-0.7,0,0,20,21,50
tract,26161402500,2330,8.90%,,57,-0.3,,,13,41,60
tract,26161402300,2624,8.90%,,56,-0.7,,,1,56,46
tract,26161414900,3452,8.80%,,45,-0.6,,,6,15,62
tract,26065004402,1399,8.80%,,49,0.1,,,50,47,82
tract,26065005001,7208,8.80%,,43,-0.6,,,1,23,70
tract,26125150600,2785,8.80%,,64,-0.7,0,0,12,1,31
tract,26125196500,5433,8.70%,,66,-0.6,0,0,14,8,60
tract,26125196600,2174,8.70%,,67,-0.7,0,0,0,6,46
tract,26125136600,7927,8.70%,,64,-0.5,100,0,15,45,67
tract,26125196900,3546,8.70%,,68,-0.6,0,0,5,12,67
tract,26125197701,5098,8.70%,,70,-0.5,0,0,22,58,66
tract,26161402700,5319,8.60%,,56,-0.6,,,1,50,50
tract,26163561200,6959,8.50%,,66,-0.7,0,0,8,9,60
tract,26125136101,5082,8.50%,,63,-0.6,0,0,6,9,66
tract,26161403600,5443,8.50%,,55,-0.1,,,37,79,73
tract,26125194000,6048,8.40%,,66,-0.5,0,0,9,14,68
tract,26125165200,3550,8.10%,,67,-0.4,0,0,6,36,79
tract,26125196800,4316,7.90%,,68,-0.7,0,0,4,38,70
tract,26125197702,2203,7.80%,,71,-0.3,0,0,9,29,75
tract,26125168900,5695,7.20%,,66,-0.5,0,0,3,54,83
tract,26069990000,0,,,,,,,,,
tract,26007990000,0,,,,,,,,,
tract,26013990100,0,,,,,,,,,
tract,26017990000,0,,,,,,,,,
tract,26033980100,0,,,0,,,,,,
tract,26033980300,157,,,0,,,,,,76
tract,26083980100,3,,,0,,,,,,0
tract,26097990000,0,,,,,,,,,
tract,26151990000,0,,,,,,,,,
tract,26153990000,0,,,,,,,,,
tract,26163985000,0,,4,89,,,,,,
tract,26163985500,0,,,0,,,,,,
tract,26163990200,0,,,,,,,,,
tract,26065980200,0,,2.9,55,,,,,,
tract,26065980300,0,,,31,,,,,,
tract,26005990000,0,,,,,,,,,
tract,26099982000,9,,,77,,,,,,
tract,26125981000,0,,,0,,,,,,
tract,26163985200,0,,4,83,,,,,,
tract,26163985400,20,,,72,-1,,,0,0,63
tract,26163985600,0,,,0,,,,,,
tract,26163990100,0,,,,,,,,,
tract,26095980000,0,,,0,,,,,,
tract,26163985900,0,,4,0,,,,,,
tract,26099982200,32,,,95,,,,,,100
