Geo Type,Geo ID,Population,Coronary Heart Disease,Historic Redlining Score,Toxic Releases to Air,Extreme Income Disparities,Hypertension,Myocardial Infarction,Socioeconomic Status,Housing & Transportation,Racial & Ethnic Minority Status
tract,26077001502,4555,5.9%,,72,0.0,30.1%,,44,43,42
tract,26099225500,5334,5.9%,,60,-0.4,33.3%,0.0,16,45,8
tract,26125196300,3489,5.9%,,66,-0.6,31.3%,0.0,3,24,47
tract,26125121800,5155,5.9%,,52,-0.5,29.6%,0.0,9,61,10
tract,26125144300,3756,5.9%,,57,-0.4,30.9%,0.0,33,8,15
tract,26163500700,4608,5.9%,,86,0.3,44.6%,0.0,95,55,96
tract,26163585800,4258,5.9%,,75,-0.1,37.6%,0.0,75,76,70
tract,26163591502,3292,5.9%,,77,-0.2,33.1%,0.0,34,78,35
tract,26163538100,2329,5.9%,2.1,81,-0.3,43.0%,0.0,28,3,85
tract,26163565300,6069,5.9%,,74,0.2,36.0%,0.0,84,70,67
tract,26065004801,4232,5.9%,,36,-0.1,32.3%,,28,70,38
tract,26065005502,6473,5.9%,,65,-0.3,33.3%,,49,77,49
tract,26065006301,4800,5.9%,,37,-0.3,32.0%,,22,90,21
tract,26037010108,4205,5.9%,,38,-0.5,30.3%,,7,20,22
tract,26045020302,6724,5.9%,,43,-0.5,32.3%,,5,21,28
tract,26099252100,2151,5.9%,3.0,77,-0.2,32.1%,0.0,16,4,16
tract,26099256200,1691,5.9%,3.0,85,0.0,35.8%,0.0,84,50,55
tract,26065002200,1659,5.9%,2.7,52,-0.2,32.5%,,25,23,33
tract,26099221800,5232,5.9%,,40,-0.5,33.0%,0.0,15,21,35
tract,26125121000,3302,5.9%,,49,-0.3,30.0%,0.0,39,72,23
tract,26125121500,3542,5.9%,,50,-0.3,30.2%,0.0,47,72,21
tract,26125127700,6653,5.9%,,58,-0.3,29.6%,0.0,32,85,24
tract,26125130100,2298,5.9%,,52,-0.5,30.7%,300.0,21,54,14
tract,26125191200,4827,5.9%,,61,-0.3,29.1%,0.0,30,48,23
tract,26125196500,5433,5.9%,,66,-0.6,30.7%,0.0,14,8,60
tract,26081001000,4724,5.9%,3.0,58,-0.1,29.9%,,59,76,62
tract,26125145200,3658,5.9%,,63,-0.3,31.7%,100.0,54,13,43
tract,26081003800,5249,5.9%,3.0,59,0.2,31.8%,,96,69,89
tract,26125156300,4076,5.9%,,64,-0.7,31.4%,0.0,10,3,42
tract,26081010801,8554,5.9%,,29,-0.6,29.8%,,3,37,12
tract,26125166200,2876,5.9%,,65,-0.8,31.9%,0.0,13,3,36
tract,26125167000,5454,5.9%,,66,-0.5,32.2%,0.0,32,60,54
tract,26081013600,2464,5.9%,2.8,58,-0.1,31.5%,,69,53,66
tract,26081014200,3614,5.9%,2.9,66,0.0,32.3%,,61,78,65
tract,26163503200,2453,5.9%,,95,0.2,44.7%,100.0,96,14,90
tract,26093720100,3588,5.9%,,35,-0.4,31.7%,,11,4,2
tract,26139023600,2447,5.9%,,55,-0.5,29.6%,,4,35,7
tract,26161404300,2740,5.9%,,48,-0.6,26.6%,,5,14,31
tract,26161405300,5282,5.9%,,55,-0.7,26.0%,,1,28,40
tract,26099258100,3717,5.9%,4.0,86,-0.1,37.1%,0.0,52,29,65
tract,26099262000,3278,5.9%,,86,-0.2,33.9%,0.0,50,47,43
tract,26163550100,4007,5.9%,1.2,76,-0.6,31.6%,0.0,4,7,22
tract,26163554600,3648,5.9%,3.0,71,-0.3,34.6%,0.0,20,11,52
tract,26163564800,4661,5.9%,,79,-0.4,32.4%,0.0,31,18,50
tract,26163570100,4311,5.9%,3.0,75,0.2,38.9%,0.0,93,38,84
tract,26163574700,4734,5.9%,2.0,76,-0.4,32.6%,0.0,25,41,9
tract,26163577700,2391,5.9%,2.2,94,-0.2,32.8%,0.0,38,1,45
tract,26033980200,1262,5.8%,,0,0.2,40.7%,,,,82
tract,26099256500,1490,5.8%,,81,-0.2,33.9%,0.0,60,46,46
tract,26099258900,2799,5.8%,3.2,94,-0.1,38.2%,0.0,62,25,73
tract,26093731100,3850,5.8%,,40,-0.5,31.1%,,23,18,7
tract,26093740300,2173,5.8%,,52,-0.6,31.7%,,2,4,10
tract,26125160900,4483,5.8%,,66,0.0,36.7%,0.0,80,27,82
tract,26125168100,2238,5.8%,,65,-0.4,33.1%,0.0,32,6,52
tract,26125175200,3910,5.8%,3.9,83,0.1,33.2%,0.0,81,10,52
tract,26159011002,6661,5.8%,,41,-0.4,31.3%,,9,48,20
tract,26065004000,4005,5.8%,1.3,45,0.0,28.0%,,64,75,25
tract,26163563600,1956,5.8%,,73,-0.6,31.4%,0.0,20,5,50
tract,26073940500,2708,5.8%,,61,0.2,29.5%,,78,57,29
tract,26075005200,6785,5.8%,,39,-0.5,31.3%,,18,18,41
tract,26021000900,2049,5.8%,,7,-0.2,29.3%,,19,63,39
tract,26021001000,1831,5.8%,,7,-0.3,30.2%,,15,4,14
tract,26025002000,4953,5.8%,,79,-0.2,33.1%,,3,78,33
tract,26045020403,2702,5.8%,,32,-0.2,32.0%,,24,81,10
tract,26099264000,2159,5.8%,3.0,96,0.1,39.4%,0.0,94,62,81
tract,26099222102,9167,5.8%,,42,-0.6,32.4%,0.0,4,23,26
tract,26099225200,6991,5.8%,,58,-0.6,31.1%,0.0,17,21,20
tract,26099225702,1691,5.8%,,64,-0.2,34.7%,0.0,32,2,17
tract,26099226400,2655,5.8%,,56,-0.6,33.3%,0.0,23,6,22
tract,26125126200,2754,5.8%,,45,-0.5,32.6%,0.0,6,1,15
tract,26125128600,3696,5.8%,,56,-0.5,31.1%,0.0,18,2,12
tract,26077001200,2674,5.8%,2.1,69,-0.3,29.7%,,9,13,28
tract,26125131400,2081,5.8%,,49,-0.4,30.6%,700.0,6,2,17
tract,26125132600,4167,5.8%,,54,-0.7,32.4%,200.0,1,14,8
tract,26077002102,3009,5.8%,,59,-0.4,29.9%,,18,5,25
tract,26077005502,5535,5.8%,2.6,74,-0.1,32.9%,,64,68,65
tract,26125192000,6030,5.8%,,61,-0.4,31.1%,0.0,6,15,29
tract,26125192500,3150,5.8%,,69,-0.8,30.7%,0.0,1,1,47
tract,26125193100,3754,5.8%,,64,-0.5,31.2%,0.0,24,38,22
tract,26081003200,5392,5.8%,3.2,55,0.1,37.9%,,94,27,80
tract,26125156200,6898,5.8%,,63,-0.6,29.7%,100.0,13,10,22
tract,26125157900,2832,5.8%,,64,-0.7,32.8%,100.0,11,5,57
tract,26081012003,7555,5.8%,,43,-0.5,29.5%,,6,73,24
tract,26139021605,4136,5.8%,,50,-0.6,29.2%,,6,23,31
tract,26125166400,3115,5.8%,,65,-0.6,31.2%,0.0,8,16,52
tract,26161415800,3761,5.8%,,47,-0.7,28.6%,,2,6,46
tract,26159011900,5509,5.8%,,40,-0.4,31.1%,,17,35,12
tract,26139024300,5528,5.8%,,54,-0.5,29.0%,,15,15,13
tract,26093743600,3043,5.8%,,51,-0.5,31.6%,,4,1,15
tract,26163546200,3945,5.8%,,0,0.1,40.7%,,,,
tract,26163562500,1834,5.8%,,85,-0.2,30.6%,100.0,36,45,24
tract,26163562800,3413,5.8%,,77,-0.4,29.9%,0.0,21,14,28
tract,26163564502,3758,5.8%,,75,-0.7,32.6%,0.0,20,21,50
tract,26163575200,3729,5.8%,3.0,77,-0.1,30.7%,0.0,36,3,36
tract,26081011901,6944,5.7%,,47,-0.7,29.1%,,1,2,17
tract,26099221100,7116,5.7%,,50,-0.4,32.2%,0.0,15,68,21
tract,26125197900,3433,5.7%,,70,-0.6,28.3%,0.0,5,10,40
tract,26125128200,3394,5.7%,,61,-0.6,32.2%,0.0,3,1,22
tract,26163573701,1890,5.7%,2.0,86,-0.3,31.7%,0.0,61,21,23
tract,26065005202,3771,5.7%,,45,-0.6,31.9%,,23,22,41
tract,26065006800,4289,5.7%,2.9,60,0.1,37.4%,,64,89,69
tract,26075005400,6487,5.7%,,44,-0.3,29.3%,,7,72,7
tract,26037010105,3909,5.7%,,35,-0.5,30.3%,,12,21,32
tract,26037010107,4162,5.7%,,39,-0.5,30.5%,,7,23,24
tract,26049012906,2684,5.7%,,35,-0.4,32.2%,,12,5,34
tract,26049013204,5666,5.7%,,39,0.0,30.4%,,47,81,21
tract,26099225600,4479,5.7%,,65,-0.2,31.6%,0.0,35,37,37
tract,26077001601,2889,5.7%,,65,-0.4,30.4%,,4,37,26
tract,26125134000,4851,5.7%,,61,-0.5,28.3%,400.0,9,10,22
tract,26163522400,972,5.7%,3.9,85,0.1,42.2%,100.0,82,88,84
tract,26125194100,2901,5.7%,,65,-0.7,30.4%,0.0,2,9,24
tract,26125196100,6200,5.7%,,68,-0.5,31.0%,0.0,8,11,51
tract,26125141000,5225,5.7%,,65,0.1,36.0%,0.0,80,71,69
tract,26125141400,4626,5.7%,2.9,63,-0.1,32.7%,0.0,88,61,87
tract,26081002300,4157,5.7%,2.3,55,-0.3,28.9%,,13,38,24
tract,26081003400,5053,5.7%,2.9,56,-0.3,30.5%,,9,82,52
tract,26081011102,5253,5.7%,,49,-0.5,30.3%,,17,40,24
tract,26125161200,4508,5.7%,,68,-0.4,39.9%,0.0,26,5,87
tract,26125166700,2334,5.7%,,65,-0.6,33.8%,0.0,18,9,70
tract,26125168700,3901,5.7%,,64,-0.5,33.2%,0.0,19,29,59
tract,26163590400,7240,5.7%,,68,-0.4,32.0%,0.0,31,40,32
tract,26081013400,5647,5.7%,2.8,52,-0.1,30.2%,,53,51,52
tract,26081014703,5217,5.7%,,61,0.0,31.2%,,68,99,70
tract,26081014805,7360,5.7%,,62,-0.5,29.7%,,5,19,46
tract,26161400700,2887,5.7%,,48,-0.1,25.5%,,57,62,46
tract,26161403100,1510,5.7%,,48,-0.8,27.6%,,1,2,41
tract,26093725100,4884,5.7%,,80,-0.2,28.7%,,36,91,25
tract,26163550700,5283,5.7%,1.4,77,-0.6,31.5%,0.0,2,20,19
tract,26163554300,4695,5.7%,,69,-0.2,34.0%,0.0,47,20,59
tract,26163557000,3227,5.7%,,69,-0.2,31.3%,0.0,25,24,46
tract,26163567201,3592,5.7%,,74,-0.3,31.1%,0.0,43,9,28
tract,26037011104,6610,5.6%,,35,-0.2,30.0%,,46,56,15
tract,26077001000,6259,5.6%,3.0,85,0.1,31.9%,,48,84,79
tract,26081000800,2717,5.6%,3.3,82,0.3,30.6%,,99,45,56
tract,26099224100,9425,5.6%,,53,-0.7,30.9%,0.0,4,6,23
tract,26125183000,3796,5.6%,,73,-0.3,26.4%,0.0,29,71,38
tract,26125196700,2800,5.6%,,69,-0.6,29.8%,0.0,3,1,25
tract,26125197000,4882,5.6%,,69,-0.7,29.7%,0.0,5,45,48
tract,26125127000,5630,5.6%,,52,-0.5,29.8%,0.0,11,9,17
tract,26125150400,2947,5.6%,,66,-0.8,30.7%,0.0,6,6,50
tract,26163520800,1728,5.6%,4.0,85,-0.3,34.2%,0.0,33,65,75
tract,26075005800,5113,5.6%,,38,0.3,38.3%,,,,68
tract,26049011211,4945,5.6%,,36,-0.2,33.9%,,34,29,45
tract,26049011214,5901,5.6%,,35,-0.5,32.8%,,14,13,53
tract,26103002400,3005,5.6%,,6,0.1,32.7%,,46,34,33
tract,26125127100,5695,5.6%,,51,-0.7,31.4%,0.0,8,4,29
tract,26125134400,4675,5.6%,,62,-0.5,31.9%,300.0,23,9,20
tract,26125193500,2800,5.6%,,62,-0.3,29.0%,0.0,51,38,40
tract,26125138301,3939,5.6%,,68,-0.4,29.2%,0.0,45,39,24
tract,26125141300,3719,5.6%,3.0,62,0.1,32.9%,0.0,61,46,75
tract,26161406000,3510,5.6%,,57,-0.5,23.9%,,5,53,54
tract,26161413200,4575,5.6%,,83,-0.3,28.5%,,64,61,52
tract,26125156100,4544,5.6%,,62,-0.6,31.1%,300.0,11,17,49
tract,26163531200,2576,5.6%,3.1,84,-0.4,39.0%,0.0,31,12,85
tract,26125158000,3976,5.6%,,67,-0.8,31.3%,0.0,0,25,36
tract,26125158100,3163,5.6%,,69,-0.6,30.6%,0.0,3,21,31
tract,26081011500,7366,5.6%,3.0,84,-0.2,29.5%,,32,91,28
tract,26139021802,4640,5.6%,,60,-0.4,28.6%,,18,16,9
tract,26081014701,4505,5.6%,,62,0.0,32.4%,,72,77,70
tract,26107960600,3370,5.6%,,31,0.1,28.1%,,62,99,31
tract,26161465000,6077,5.6%,,58,-0.3,24.5%,,3,63,14
tract,26163501400,3258,5.6%,1.9,83,-0.2,45.0%,100.0,70,30,86
tract,26093744400,2113,5.6%,,55,-0.4,31.3%,,21,2,20
tract,26163544000,2634,5.6%,4.0,74,0.2,43.5%,100.0,78,78,95
tract,26163558700,2638,5.6%,,73,-0.3,30.9%,0.0,20,2,10
tract,26163562700,3531,5.6%,,77,-0.5,30.9%,0.0,3,32,11
tract,26163579600,2739,5.6%,4.0,95,0.0,45.3%,0.0,45,83,99
tract,26077001702,3887,5.5%,2.8,72,-0.1,29.1%,,47,75,44
tract,26081012300,3433,5.5%,1.3,54,-0.7,29.4%,,0,21,13
tract,26081013700,7172,5.5%,3.0,56,-0.1,30.4%,,49,44,67
tract,26081014704,3066,5.5%,,64,-0.3,29.9%,,12,51,23
tract,26139021303,2830,5.5%,,53,-0.4,28.1%,,7,46,18
tract,26125135300,5388,5.5%,,58,-0.8,30.3%,300.0,2,15,29
tract,26125152700,3040,5.5%,1.5,68,-0.6,31.0%,0.0,16,10,21
tract,26049011213,5260,5.5%,,35,-0.4,34.4%,,34,24,23
tract,26125127600,4795,5.5%,,55,-0.7,30.0%,0.0,8,6,21
tract,26125128400,4008,5.5%,,72,-0.2,30.2%,0.0,81,76,45
tract,26125134500,3175,5.5%,,63,-0.4,28.7%,200.0,29,23,22
tract,26125191300,4003,5.5%,,60,-0.7,28.2%,0.0,2,7,31
tract,26081000700,3067,5.5%,2.7,74,0.2,30.2%,,59,12,45
tract,26081001300,3149,5.5%,3.5,60,0.2,31.3%,,92,59,68
tract,26125197100,3016,5.5%,,70,-0.7,28.9%,0.0,7,27,58
tract,26081002600,3871,5.5%,,61,0.1,29.6%,,97,92,85
tract,26081003900,3540,5.5%,4.0,63,0.1,30.2%,,83,75,87
tract,26081004000,4048,5.5%,2.6,56,0.1,30.2%,,87,56,90
tract,26125152900,4289,5.5%,2.7,71,-0.4,29.2%,0.0,23,14,42
tract,26125154600,3017,5.5%,,63,-0.6,31.0%,100.0,15,13,46
tract,26163588200,3362,5.5%,,99,0.0,32.4%,0.0,55,34,70
tract,26163591600,2270,5.5%,,73,-0.2,31.8%,0.0,11,10,57
tract,26081013100,5691,5.5%,,51,-0.2,28.1%,,13,34,24
tract,26081014803,3312,5.5%,,64,-0.5,29.6%,,2,7,39
tract,26125175300,4314,5.5%,3.7,84,-0.1,29.6%,0.0,59,25,40
tract,26161421100,3937,5.5%,,56,-0.3,26.0%,,25,59,17
tract,26163500100,3369,5.5%,3.0,89,0.2,41.8%,100.0,94,39,96
tract,26093740900,1910,5.5%,,56,-0.6,29.2%,,9,6,28
tract,26093744800,4559,5.5%,,72,-0.7,29.5%,,5,1,13
tract,26163538300,2129,5.5%,,82,0.3,42.5%,100.0,69,52,91
tract,26163542900,3853,5.5%,2.0,75,-0.2,43.1%,200.0,59,3,89
tract,26161400400,3087,5.5%,,53,-0.5,23.4%,,39,28,41
tract,26103000100,2330,5.4%,,6,-0.1,29.5%,,38,76,3
tract,26081000300,5233,5.4%,,54,-0.2,31.3%,,19,70,24
tract,26125184400,2808,5.4%,3.0,79,-0.3,29.1%,0.0,27,42,31
tract,26111290700,3738,5.4%,,98,0.1,27.5%,,42,61,29
tract,26163586200,7123,5.4%,,72,-0.2,35.1%,0.0,47,37,72
tract,26037010204,1873,5.4%,,78,-0.6,30.1%,,6,50,3
tract,26065001000,2168,5.4%,2.8,46,0.0,29.3%,,66,47,41
tract,26077001802,4520,5.4%,,83,-0.1,28.8%,,60,71,44
tract,26125133002,3289,5.4%,,65,-0.6,28.6%,100.0,6,19,18
tract,26125187000,2431,5.4%,2.4,78,-0.7,28.3%,0.0,6,4,14
tract,26125196800,4316,5.4%,,68,-0.7,30.2%,0.0,4,38,70
tract,26081001600,6175,5.4%,3.3,63,0.1,29.1%,,73,75,54
tract,26081003500,5306,5.4%,2.8,70,0.0,35.5%,,64,59,78
tract,26081004400,7606,5.4%,2.9,58,-0.3,27.4%,,28,56,25
tract,26125152600,3869,5.4%,1.7,69,-0.7,30.4%,0.0,0,7,17
tract,26081012701,6639,5.4%,,62,-0.2,32.0%,,59,68,68
tract,26125168400,3821,5.4%,,67,-0.7,30.1%,0.0,1,18,53
tract,26081013300,5197,5.4%,3.0,55,-0.1,28.6%,,82,39,78
tract,26125180100,2787,5.4%,3.0,73,-0.3,28.0%,0.0,16,62,7
tract,26163500600,2891,5.4%,2.7,89,0.1,43.6%,100.0,87,25,99
tract,26163517000,3111,5.4%,4.0,84,-0.2,32.8%,200.0,31,57,72
tract,26161404400,2126,5.4%,,47,-0.7,24.3%,,4,23,47
tract,26093744600,2034,5.4%,,76,-0.7,29.8%,,19,51,21
tract,26163538400,4435,5.4%,1.2,82,-0.5,40.6%,200.0,25,15,88
tract,26163550500,3658,5.4%,1.4,77,-0.6,29.5%,0.0,3,10,18
tract,26163561300,7580,5.4%,,67,-0.8,30.6%,0.0,0,0,42
tract,26163564100,4366,5.4%,,75,-0.3,29.5%,0.0,41,35,57
tract,26163579900,4942,5.4%,1.9,80,-0.2,28.9%,0.0,59,31,28
tract,26065004802,3362,5.3%,,34,-0.5,30.9%,,4,7,26
tract,26093722500,2300,5.3%,,40,-0.5,27.4%,,13,10,1
tract,26125183200,3474,5.3%,3.0,74,-0.3,28.0%,0.0,19,36,29
tract,26125192700,3214,5.3%,,67,-0.7,30.6%,0.0,5,39,40
tract,26125167500,5384,5.3%,,66,-0.2,32.2%,0.0,28,83,47
tract,26125180200,3553,5.3%,3.0,75,-0.3,27.9%,0.0,18,61,15
tract,26163552300,3204,5.3%,3.8,85,0.1,30.8%,100.0,89,50,68
tract,26065000600,1893,5.3%,2.3,52,0.3,31.4%,,67,76,56
tract,26065002300,3209,5.3%,2.6,52,0.0,32.0%,,78,69,49
tract,26145010200,4854,5.3%,,63,0.1,24.1%,,57,63,23
tract,26125133003,3356,5.3%,,65,-0.2,28.3%,0.0,15,51,44
tract,26125193700,4609,5.3%,,66,-0.4,28.7%,0.0,24,25,56
tract,26125135200,3360,5.3%,,64,-0.4,28.1%,100.0,13,50,31
tract,26125137800,3313,5.3%,,65,-0.7,29.5%,0.0,3,7,30
tract,26161414300,3284,5.3%,,59,0.1,25.8%,,52,81,72
tract,26081003300,4040,5.3%,1.7,54,-0.5,29.0%,,22,86,56
tract,26081010903,7161,5.3%,,39,-0.6,30.0%,,9,4,11
tract,26125161900,2216,5.3%,,70,-0.3,37.4%,0.0,32,72,84
tract,26081013802,6953,5.3%,,53,-0.1,28.4%,,48,76,62
tract,26125181400,3252,5.3%,,79,-0.1,28.4%,0.0,39,39,13
tract,26081014807,8624,5.3%,,66,-0.3,27.8%,,12,19,15
tract,26161403200,3084,5.3%,,48,-0.6,27.8%,,10,4,37
tract,26163554700,2919,5.3%,2.0,72,-0.5,34.7%,0.0,7,11,77
tract,26163555300,3107,5.3%,,74,-0.2,39.4%,0.0,57,9,82
tract,26163563700,1729,5.3%,,74,-0.6,30.2%,0.0,10,15,68
tract,26163564503,3470,5.3%,,81,-0.5,33.1%,0.0,22,48,64
tract,26081004300,3946,5.2%,3.0,57,-0.3,30.1%,,37,56,43
tract,26081014602,11009,5.2%,,60,-0.5,30.3%,,2,22,9
tract,26099224600,6222,5.2%,,56,-0.3,30.7%,0.0,56,64,34
tract,26125183100,4540,5.2%,3.0,76,-0.4,26.4%,0.0,5,15,25
tract,26125183400,2725,5.2%,2.0,72,-0.4,29.4%,0.0,20,54,30
tract,26125196000,6517,5.2%,,68,-0.7,28.8%,0.0,8,15,41
tract,26139021201,5504,5.2%,,59,-0.4,29.3%,,14,31,23
tract,26161407600,3150,5.2%,,69,-0.4,28.2%,,11,26,64
tract,26065003801,3898,5.2%,,44,-0.3,29.9%,,43,45,50
tract,26163550300,3158,5.2%,1.2,78,-0.8,29.5%,0.0,1,1,16
tract,26099256400,1434,5.2%,,81,-0.2,31.4%,0.0,28,0,58
tract,26099223400,10741,5.2%,,51,-0.5,32.4%,0.0,15,1,21
tract,26099224000,13583,5.2%,,53,-0.6,30.1%,0.0,15,9,25
tract,26125128800,1422,5.2%,,62,-0.6,28.8%,0.0,3,8,32
tract,26077001603,1710,5.2%,3.0,64,0.0,28.0%,,33,31,31
tract,26099241800,6047,5.2%,,64,-0.2,36.5%,0.0,37,34,59
tract,26077003003,9003,5.2%,,47,-0.6,28.1%,,8,1,20
tract,26161412700,5639,5.2%,,74,-0.2,28.2%,,62,21,64
tract,26125151000,5127,5.2%,,67,-0.7,30.4%,0.0,2,16,19
tract,26125153100,2227,5.2%,2.3,69,-0.7,29.8%,0.0,4,10,19
tract,26081014501,11449,5.2%,,52,-0.6,28.0%,,12,22,40
tract,26125180000,2677,5.2%,3.0,72,-0.4,28.7%,0.0,40,9,23
tract,26111290900,8077,5.2%,,80,-0.4,29.7%,,14,3,30
tract,26163551200,4002,5.2%,,79,-0.5,29.3%,0.0,5,3,29
tract,26163568800,3138,5.2%,,75,0.1,33.9%,0.0,82,94,75
tract,26163574800,3815,5.2%,1.0,77,-0.5,29.5%,0.0,28,2,12
tract,26163563900,2315,5.2%,,74,-0.6,31.5%,0.0,26,4,56
tract,26125172400,1651,5.1%,,73,0.4,33.0%,0.0,80,77,73
tract,26161404100,3151,5.1%,,48,-0.5,24.6%,,10,25,42
tract,26065005302,6695,5.1%,,51,-0.5,29.9%,,3,14,29
tract,26065980100,42,5.1%,3.1,53,-0.5,32.2%,,0,0,87
tract,26005030402,5370,5.1%,,88,-0.4,29.0%,,5,21,13
tract,26073000400,5316,5.1%,,69,-0.2,27.5%,,40,48,25
tract,26065002901,3515,5.1%,,61,0.0,32.2%,,52,57,45
tract,26125183600,4536,5.1%,2.0,74,-0.4,30.4%,0.0,9,40,24
tract,26125196600,2174,5.1%,,67,-0.7,29.2%,0.0,0,6,46
tract,26125139400,5378,5.1%,,86,-0.5,28.0%,0.0,3,61,7
tract,26125140700,2870,5.1%,,64,-0.3,27.7%,0.0,58,61,70
tract,26125198000,3877,5.1%,,71,-0.6,28.8%,0.0,10,4,62
tract,26125161600,2467,5.1%,,69,0.0,34.5%,0.0,47,58,85
tract,26125162400,2289,5.1%,,70,-0.2,38.2%,0.0,51,33,83
tract,26125167400,5221,5.1%,3.0,67,-0.3,30.4%,0.0,31,78,59
tract,26161414500,2989,5.1%,,59,-0.6,26.8%,,36,5,63
tract,26081013000,3336,5.1%,3.0,50,-0.2,26.9%,,27,62,30
tract,26081014806,5793,5.1%,,60,-0.5,29.4%,,3,10,1
tract,26125181500,2465,5.1%,3.2,83,-0.2,29.1%,0.0,44,19,27
tract,26161415600,2373,5.1%,,50,-0.8,23.3%,,6,83,47
tract,26161416200,5194,5.1%,,55,-0.5,25.0%,,15,21,38
tract,26161455000,5060,5.1%,,46,-0.3,25.3%,,31,48,55
tract,26163500300,1900,5.1%,3.0,91,0.1,39.9%,0.0,86,30,95
tract,26161405100,1786,5.1%,,55,0.0,26.5%,,57,41,40
tract,26161405400,2201,5.1%,,58,-0.3,24.9%,,30,21,42
tract,26163541300,2872,5.1%,3.0,70,0.1,39.0%,0.0,80,42,89
tract,26099263900,3625,5.1%,3.0,96,-0.1,34.4%,100.0,85,62,64
tract,26067982200,3172,5.0%,,42,0.0,32.4%,,,,74
tract,26125181600,5236,5.0%,4.0,84,-0.1,30.0%,0.0,62,53,23
tract,26125138600,2774,5.0%,,69,-0.8,28.3%,0.0,0,5,29
tract,26139023100,11433,5.0%,,81,-0.2,25.6%,,41,43,64
tract,26161405200,5001,5.0%,,56,-0.4,23.9%,,19,42,30
tract,26163562600,3759,5.0%,,92,-0.7,28.9%,0.0,1,23,17
tract,26005032401,1592,5.0%,,70,0.1,29.9%,,42,55,67
tract,26065000400,2799,5.0%,1.9,57,-0.1,32.5%,,29,19,36
tract,26099220001,7631,5.0%,,42,-0.6,30.7%,0.0,2,2,17
tract,26125183700,5696,5.0%,2.8,75,-0.4,26.2%,0.0,3,22,21
tract,26125190200,4426,5.0%,,54,-0.9,27.9%,0.0,5,2,12
tract,26125138100,5642,5.0%,,71,-0.7,28.0%,0.0,4,47,27
tract,26161405600,4931,5.0%,,54,0.2,28.0%,,49,19,68
tract,26081012202,6858,5.0%,,54,-0.8,27.9%,,1,31,19
tract,26125170000,2436,5.0%,3.0,74,-0.6,29.0%,0.0,1,5,11
tract,26139021902,8119,5.0%,,53,-0.6,28.2%,,1,0,0
tract,26139022203,9848,5.0%,,71,-0.2,27.2%,,40,70,74
tract,26163518000,2863,5.0%,3.7,85,0.0,36.2%,300.0,40,83,77
tract,26163550200,3988,5.0%,2.0,79,-0.4,29.4%,0.0,7,7,37
tract,26057000400,3748,4.9%,,40,,34.2%,,,,74
tract,26077001906,4777,4.9%,,61,-0.1,25.9%,,38,64,22
tract,26081003100,4003,4.9%,3.0,56,0.0,35.9%,,84,71,88
tract,26125188100,2422,4.9%,2.4,74,-0.8,28.7%,0.0,0,8,12
tract,26125192200,6028,4.9%,,65,-0.8,28.1%,0.0,6,0,36
tract,26163564900,1904,4.9%,,82,0.1,33.3%,0.0,76,73,60
tract,26125128000,3571,4.9%,,57,-0.5,29.0%,0.0,7,12,23
tract,26077001503,4716,4.9%,2.2,88,-0.1,27.9%,,33,56,34
tract,26125183300,3017,4.9%,,79,-0.3,25.9%,0.0,21,22,31
tract,26125188000,3900,4.9%,1.6,76,-0.7,28.8%,0.0,1,1,9
tract,26125193400,4497,4.9%,,63,-0.7,27.7%,0.0,5,10,45
tract,26125139200,6455,4.9%,,89,-0.2,29.3%,0.0,36,9,4
tract,26081002000,2250,4.9%,,56,0.2,28.2%,,82,99,53
tract,26081011600,7590,4.9%,,62,-0.3,29.0%,,3,10,23
tract,26125170400,3863,4.9%,3.0,74,-0.4,28.9%,0.0,10,25,20
tract,26081013900,6127,4.9%,,53,-0.1,28.6%,,48,70,38
tract,26081014804,7951,4.9%,,65,-0.2,26.2%,,33,40,1
tract,26093713700,4726,4.9%,,51,-0.5,25.2%,,6,13,9
tract,26163515400,1633,4.9%,3.0,85,-0.5,32.6%,100.0,32,64,53
tract,26163517200,2471,4.9%,4.0,84,-0.2,30.4%,700.0,31,78,76
tract,26163520400,1941,4.9%,4.0,85,0.5,31.5%,700.0,97,86,86
tract,26139023002,7425,4.9%,,48,-0.5,27.3%,,7,0,31
tract,26161403300,3794,4.9%,,47,-0.4,23.6%,,6,60,39
tract,26161404500,4190,4.9%,,48,-0.1,22.4%,,32,81,55
tract,26163563500,5976,4.9%,,71,-0.7,30.1%,0.0,7,3,24
tract,26163564401,5315,4.9%,,68,-0.7,27.8%,0.0,6,10,53
tract,26081012702,4298,4.8%,,62,-0.4,30.7%,,14,7,55
tract,26125133001,2791,4.8%,,65,-0.7,27.5%,0.0,3,1,18
tract,26125158200,3248,4.8%,,71,-0.6,27.9%,0.0,1,2,21
tract,26065004301,4311,4.8%,2.3,42,-0.1,26.1%,,43,55,41
tract,26065004500,3754,4.8%,,41,0.1,26.2%,,57,53,57
tract,26021021300,4638,4.8%,,26,0.1,27.1%,,52,67,66
tract,26077000600,4871,4.8%,2.8,73,0.1,25.0%,,87,69,33
tract,26125184200,4038,4.8%,3.0,78,-0.3,25.6%,0.0,16,66,37
tract,26125133100,4466,4.8%,,64,0.0,28.5%,0.0,31,26,40
tract,26125194300,3849,4.8%,,63,-0.6,27.3%,0.0,18,32,47
